,Zona,termino,menciones
8395,San Juan,Pan de yuca,0
8396,San Juan,Pan de zanahoria,0
8397,San Juan,pan dulce,0
8398,San Juan,Pan dulce casero,0
8399,San Juan,pan nica,0
8400,San Juan,pan pañuelo,0
8401,San Juan,pan quesadilla,0
8402,San Juan,Pan relleno casero,0
8403,San Juan,Pan tanelas,0
8404,San Juan,pan trenza,0
8405,San Juan,panuchos,0
8406,San Juan,Pañuelos,0
8407,San Juan,papas,2
8408,San Juan,papas con queso,0
8409,San Juan,papas fritas,1
8410,San Juan,Papas rellenas,0
8411,San Juan,papicarne,0
8412,San Juan,Papín,0
8413,San Juan,Pargo frito,0
8414,San Juan,Pargo frito con salsa de camarones y coco,0
8415,San Juan,parrilla,2
8416,San Juan,parrilladas,1
8417,San Juan,Pasión de maní,0
8418,San Juan,pasta,18
8419,San Juan,pastel burrito,0
8420,San Juan,pastel de carne,0
8421,San Juan,Pastel de palmito,0
8422,San Juan,pastel de papa,0
8423,San Juan,pastel de pizza,0
8424,San Juan,pastel de pollo,0
8425,San Juan,pastel gotzila,0
8426,San Juan,pastel pizza,0
8427,San Juan,pastel pizzero,0
8428,San Juan,pasteles,0
8429,San Juan,patacón con salsas,0
8430,San Juan,Patacones,1
8431,San Juan,patacones con carne,0
8432,San Juan,patí,0
8433,San Juan,patocón con carne,0
8434,San Juan,pejibaye,0
8435,San Juan,pejibaye cocinado,0
8436,San Juan,pejibaye con mayonesa,0
8437,San Juan,pescaburguesa,0
8438,San Juan,pescado,9
8439,San Juan,Pescado a la milanesa,0
8440,San Juan,Pescado ahumado,0
8441,San Juan,Pescado ahumado con salsa de maracuyá,0
8442,San Juan,Pescado al ajillo,0
8443,San Juan,Pescado empanizado,0
8444,San Juan,Pescado en salsa,0
8445,San Juan,pescado entero,0
8446,San Juan,Pescado entero frito,0
8447,San Juan,Pescado frito,0
8448,San Juan,Pescado frito con ensalada y patacones,0
8449,San Juan,Pescado frito entero,0
8450,San Juan,Pescado relleno,0
8451,San Juan,Pescado relleno de mariscos,0
8452,San Juan,Piangua,0
8453,San Juan,pianguas al ajillo,0
8454,San Juan,picadillo,0
8455,San Juan,Picadillo de arracache,0
8456,San Juan,Picadillo de arracache con chicasquil,0
8457,San Juan,Picadillo de bambú,0
8458,San Juan,Picadillo de banano,0
8459,San Juan,Picadillo de cáscaras de plátano,0
8460,San Juan,Picadillo de castañas,0
8461,San Juan,Picadillo de castañas en tortillas de zorrillo,0
8462,San Juan,picadillo de chayote,0
8463,San Juan,Picadillo de chayote con elotes,0
8464,San Juan,Picadillo de chicasquil,0
8465,San Juan,Picadillo de chicasquil dietético,0
8466,San Juan,Picadillo de chicasquil mixto,0
8467,San Juan,Picadillo de fiesta,0
8468,San Juan,Picadillo de fiesta (papa),0
8469,San Juan,Picadillo de guineo con carne,0
8470,San Juan,Picadillo de hojas de yuca,0
8471,San Juan,Picadillo de palmito,0
8472,San Juan,Picadillo de palmito con huevo,0
8473,San Juan,Picadillo de palmito maquenque,0
8474,San Juan,Picadillo de papa,0
8475,San Juan,Picadillo de papa con carne,0
8476,San Juan,Picadillo de papa con zorrillo,0
8477,San Juan,Picadillo de papas y zanahoria,0
8478,San Juan,Picadillo de papaya,0
8479,San Juan,Picadillo de papaya “Doña Jacinta”,0
8480,San Juan,Picadillo de papaya a la leña,0
8481,San Juan,Picadillo de papaya con carne y chicasquil y tortilla palmeada,0
8482,San Juan,Picadillo de papaya con cerdo,0
8483,San Juan,Picadillo de papaya con chicasquil,0
8484,San Juan,Picadillo de papaya con zorrillo,0
8485,San Juan,Picadillo de papaya con zorrillo y pellejo de cerdo,0
8486,San Juan,Picadillo de papaya con zorrillo y tocino,0
8487,San Juan,Picadillo de papaya verde,0
8488,San Juan,Picadillo de papaya y zorrillo,0
8489,San Juan,picadillo de picante,0
8490,San Juan,Picadillo de plátano,0
8491,San Juan,Picadillo de plátano con cáscara,0
8492,San Juan,Picadillo de plátano con chorizo,0
8493,San Juan,Picadillo de plátano con zorrillo,0
8494,San Juan,Picadillo de plátano verde,0
8495,San Juan,Picadillo de turno,0
8496,San Juan,Picadillo de verdolaga,0
8497,San Juan,Picadillo de zorrillo con papa,0
8498,San Juan,Picadillo de zorrillo con papas y tocino,0
8499,San Juan,Picadillo del novio,0
8500,San Juan,Picadillo mixto de papaya,0
8501,San Juan,Picadillos de rábano con carne y de papaya verde,0
8502,San Juan,Picadillos de vainicas,0
8503,San Juan,pico de gallo,0
8504,San Juan,pinchos de camarón,0
8505,San Juan,pinchos de carne,0
8506,San Juan,Pinchos de mariscos ,0
8507,San Juan,Pinchos de pescado,0
8508,San Juan,pinchos de pollo,0
8509,San Juan,pinolillo,0
8510,San Juan,Pinto,1
8511,San Juan,pinto burrito,0
8512,San Juan,pintortilla,0
8513,San Juan,Piña colada,0
8514,San Juan,Pipián relleno con camarones,0
8515,San Juan,pizza,6
8516,San Juan,pizzero,0
8517,San Juan,Plantain tart,1
8518,San Juan,Plátano frito,0
8519,San Juan,plátano maduro y verde,0
8520,San Juan,Plátanos a la gloria,0
8521,San Juan,poke,0
8522,San Juan,pokes,0
8523,San Juan,pollo,11
8524,San Juan,Pollo achiotado,0
8525,San Juan,Pollo achiotado al horno,0
8526,San Juan,pollo al curry,0
8527,San Juan,Pollo arreglado,0
8528,San Juan,Pollo asado,0
8529,San Juan,Pollo enjarrado,0
8530,San Juan,Pollo frito,1
8531,San Juan,pollo pesto,0
8532,San Juan,Pollo relleno,0
8533,San Juan,pollo teriyaki,0
8534,San Juan,Ponche,0
8535,San Juan,Ponche casero,0
8536,San Juan,Postre de café,0
8537,San Juan,Postre de fresas,0
8538,San Juan,Postre de frutas,0
8539,San Juan,Postre de frutas con gelatina,0
8540,San Juan,Postre de higos,0
8541,San Juan,Postre de naranja,0
8542,San Juan,Postre de piña,1
8543,San Juan,Pozol,0
8544,San Juan,Pozol costarricense,0
8545,San Juan,pozol y pozole,0
8546,San Juan,Pozole,0
8547,San Juan,Prestiños,0
8548,San Juan,Pudín de elote,0
8549,San Juan,Pudín de yuca,0
8550,San Juan,pulpo,3
8551,San Juan,pulpo a la diabla,0
8552,San Juan,Pulpo a la parilla,0
8553,San Juan,pulpo al ajillo,1
8554,San Juan,Pulpo quepoa,0
8555,San Juan,pumpkin pudding,0
8556,San Juan,pupusas,3
8557,San Juan,Puré,0
8558,San Juan,Puritico rompope,0
8559,San Juan,Queque de ayote,0
8560,San Juan,Queque de banano,0
8561,San Juan,Queque de chayote,0
8562,San Juan,Queque de pejibaye,0
8563,San Juan,Queque frío,0
8564,San Juan,Queque seco con pasas y almendras,0
8565,San Juan,quesadilla,0
8566,San Juan,quesadilla de camarón,0
8567,San Juan,quesadilla de cerdo mechado,0
8568,San Juan,quesadilla de pollo,0
8569,San Juan,quesadilla de pollo buffalo,0
8570,San Juan,quesadilla de res,0
8571,San Juan,queso frito,0
8572,San Juan,Queso palmito,0
8573,San Juan,ramen,0
8574,San Juan,raspaditas,0
8575,San Juan,raspaditas con carne,0
8576,San Juan,ravioles de cantina,0
8577,San Juan,Refresco de arroz,0
8578,San Juan,Refresco de berenjena con arroz,0
8579,San Juan,Refresco de cáscaras de piña con arroz,0
8580,San Juan,Refresco de dulce con limón agrio,0
8581,San Juan,Refresco de resbaladera,0
8582,San Juan,Refresco natural,2
8583,San Juan,repochetas,0
8584,San Juan,Resbaladera,1
8585,San Juan,Resbaladera escazuceña,0
8586,San Juan,rice and beans,1
8587,San Juan,rice pudding,0
8588,San Juan,Rollo de carne,0
8589,San Juan,rollo de primavera de camarón,0
8590,San Juan,rollo primavera,2
8591,San Juan,Rollos de banano,0
8592,San Juan,Rompope,0
8593,San Juan,Ron,0
8594,San Juan,rondón,0
8595,San Juan,Rosca casera,0
8596,San Juan,rosquillas,0
8597,San Juan,sa ho fang,0
8598,San Juan,sachipapinacho,0
8599,San Juan,salchipapa,0
8600,San Juan,salchipapicarne,0
8601,San Juan,salmón,3
8602,San Juan,salmón a la parrilla,1
8603,San Juan,salpicón,0
8604,San Juan,Salpicón de atún,0
8605,San Juan,Salpicón de pescado,0
8606,San Juan,sandwich,0
8607,San Juan,sandwich de carne,0
8608,San Juan,sandwich de jamón,0
8609,San Juan,sandwich de pollo,0
8610,San Juan,sandwich especial,0
8611,San Juan,sangría,3
8612,San Juan,Semillas de marañón asadas,0
8613,San Juan,Sidra,0
8614,San Juan,soda club,0
8615,San Juan,sopa,1
8616,San Juan,sopa azteca,0
8617,San Juan,Sopa de albóndigas,0
8618,San Juan,Sopa de albóndigas de la abuela,0
8619,San Juan,sopa de camarón,0
8620,San Juan,Sopa de Chuchecas,0
8621,San Juan,Sopa de gallina criolla,0
8622,San Juan,Sopa de gallina criolla con arroz blanco,0
8623,San Juan,Sopa de guineo,0
8624,San Juan,Sopa de mariscos,0
8625,San Juan,Sopa de mariscos en leche,0
8626,San Juan,Sopa de mondongo,0
8627,San Juan,Sopa de Patacones,0
8628,San Juan,Sopa de pescado con coco,0
8629,San Juan,Sopa de plátano verde,0
8630,San Juan,Sopa de Pollo,0
8631,San Juan,Sopa de quelites mixtos,0
8632,San Juan,Sopa de tortas de arroz,0
8633,San Juan,sopa negra,0
8634,San Juan,Sopa negra de frijoles con guineo,0
8635,San Juan,spaghetti con camarones,0
8636,San Juan,spaghetti frtti di mare,0
8637,San Juan,spaghetti frutos del mar,0
8638,San Juan,spagutti,0
8639,San Juan,súper sandwich,0
8640,San Juan,surtida,0
8641,San Juan,surtido,1
8642,San Juan,sushi,0
8643,San Juan,tabla de carnes,0
8644,San Juan,tabla de gallos,0
8645,San Juan,taco a la parilla,0
8646,San Juan,tacos,3
8647,San Juan,tacos al pastor,0
8648,San Juan,tacos chinos,2
8649,San Juan,tacos de birria,0
8650,San Juan,tacos de camarón,0
8651,San Juan,tajadas con carne,0
8652,San Juan,Tamal,0
8653,San Juan,Tamal asado,0
8654,San Juan,Tamal asado a la leña,0
8655,San Juan,Tamal asado aliñado,0
8656,San Juan,Tamal asado de maíz,0
8657,San Juan,Tamal de coco,0
8658,San Juan,Tamal de elote,0
8659,San Juan,tamal de maisena,0
8660,San Juan,Tamal de maíz,0
8661,San Juan,Tamal de maíz horneado,0
8662,San Juan,Tamal de masa,0
8663,San Juan,Tamal de pollo,0
8664,San Juan,Tamal de yuca,0
8665,San Juan,Tamal de yuca con queso,0
8666,San Juan,Tamal dulce de coco,0
8667,San Juan,Tamal dulce de yuca,0
8668,San Juan,Tamal mudo,0
8669,San Juan,tamal y tamales,0
8670,San Juan,Tamales,0
8671,San Juan,Tamales de cerdo,0
8672,San Juan,Tamales de elote asados,0
8673,San Juan,Tamales de elote en agua,0
8674,San Juan,Tamales de maíz con carne de cerdo,0
8675,San Juan,Tamales de plátano verde,0
8676,San Juan,Tamales en masa de guineo negro,0
8677,San Juan,Tamales mudos,0
8678,San Juan,Tamales típicos navideños,0
8679,San Juan,Tamalitos de elote,0
8680,San Juan,Tamarindo,1
8681,San Juan,Tanela,0
8682,San Juan,tapas españolas,0
8683,San Juan,tastadas de frutos rojos,0
8684,San Juan,té,0
8685,San Juan,Tequila,0
8686,San Juan,típica,2
8687,San Juan,típica y tradicional,0
8688,San Juan,Toronja en miel,0
8689,San Juan,Toronja rellena,0
8690,San Juan,Toronjas rellenas de cajeta de leche,0
8691,San Juan,torta chilena,0
8692,San Juan,Torta de arroz,0
8693,San Juan,Torta de arroz al horno caliente,0
8694,San Juan,Torta de arroz dulce,0
8695,San Juan,Torta de camarón,0
8696,San Juan,torta de huevo,0
8697,San Juan,Torta de níspero,0
8698,San Juan,Torta de plátano,0
8699,San Juan,tortas de carne,0
8700,San Juan,Tortas de hojas de remolacha,0
8701,San Juan,Tortas de yuca,0
8702,San Juan,tortilla,1
8703,San Juan,tortilla con queso,0
8704,San Juan,Tortilla de queso,0
8705,San Juan,tortillas aliñadas,0
8706,San Juan,Tortillas con arracache,0
8707,San Juan,Tortillas de maíz,0
8708,San Juan,Tortillas de maíz cascado,0
8709,San Juan,tortillas de zorrillo,0
8710,San Juan,tostadas,1
8711,San Juan,tostadas de camarón,0
8712,San Juan,tostadas francesas,0
8713,San Juan,trilogía de ceviche,0
8714,San Juan,Trucha rellena,0
8715,San Juan,turrón de coco,0
8716,San Juan,Turrón de maíz,0
8717,San Juan,Turrones,0
8718,San Juan,Vigorón,0
8719,San Juan,Vigorón especial de carnes mixtas,0
8720,San Juan,Vigorones,0
8721,San Juan,vino coyol,0
8722,San Juan,Vodka,0
8723,San Juan,vuelve a la vida,0
8724,San Juan,wantan,2
8725,San Juan,wantán,0
8726,San Juan,Whisky,0
8727,San Juan,wraps,0
8728,San Juan,yuca,1
8729,San Juan,yuca frita,2
8730,San Juan,yuplón con sal,0
8731,San Juan,yuquisalchipapicarne,0
8732,San Juan,Zopilotillo,0
8733,San Juan,Zopilotillo con dulce de tapa,0
8734,San Rafael,Agua de Pipa,0
8735,San Rafael,agua de sapo,0
8736,San Rafael,agua dulce,0
8737,San Rafael,Agua fresca,0
8738,San Rafael,Aguardiente,0
8739,San Rafael,alitas de pollo,5
8740,San Rafael,almejas,4
8741,San Rafael,almejas al ajillo,0
8742,San Rafael,Almuercitos de repollo,0
8743,San Rafael,Almuerzo campesino,0
8744,San Rafael,Almuerzo envuelto en hoja,0
8745,San Rafael,Almuerzo indígena,0
8746,San Rafael,Angú de guineo,0
8747,San Rafael,Arepas,0
8748,San Rafael,aros de calamar fritos,0
8749,San Rafael,arracache,0
8750,San Rafael,Arroces,2
8751,San Rafael,arrollados de pan,0
8752,San Rafael,arroz cantonés,0
8753,San Rafael,Arroz cantonés o comida china local,0
8754,San Rafael,arroz cantonés/chino,0
8755,San Rafael,arroz con atún,0
8756,San Rafael,arroz con calamar,0
8757,San Rafael,Arroz con camarones,8
8758,San Rafael,Arroz con camarones y pollo,3
8759,San Rafael,Arroz con cerdo,0
8760,San Rafael,Arroz con leche,2
8761,San Rafael,Arroz con leche con coco,0
8762,San Rafael,Arroz con leche con miel de papaya,0
8763,San Rafael,Arroz con mariscos,1
8764,San Rafael,Arroz con palmito,0
8765,San Rafael,Arroz con pescado seco,0
8766,San Rafael,arroz con pianguas,0
8767,San Rafael,Arroz con piña,0
8768,San Rafael,Arroz con pollo,4
8769,San Rafael,arroz con pulpo,0
8770,San Rafael,Arroz de leche,0
8771,San Rafael,Arroz de maíz,0
8772,San Rafael,arroz frito,10
8773,San Rafael,Arroz guacho,0
8774,San Rafael,arroz mar y tierra,0
8775,San Rafael,arroz paella,0
8776,San Rafael,arrozarroz con almendras,0
8777,San Rafael,asado,8
8778,San Rafael,asiática,30
8779,San Rafael,atol de ayote,0
8780,San Rafael,Atol de maíz,0
8781,San Rafael,Atoles,0
8782,San Rafael,Atolillo de arroz de leche,0
8783,San Rafael,atún aderezado,0
8784,San Rafael,Ayote con dulce,0
8785,San Rafael,ayote guiso,0
8786,San Rafael,Ayote sazón en dulce,0
8787,San Rafael,baguel de huevo,0
8788,San Rafael,baguel de salmón,0
8789,San Rafael,bami,0
8790,San Rafael,banana fritters,0
8791,San Rafael,Barbudos,0
8792,San Rafael,batidos y frescos,0
8793,San Rafael,bebida hiel,0
8794,San Rafael,beefsteak,0
8795,San Rafael,Bien me sabe,0
8796,San Rafael,Biscocho,0
8797,San Rafael,bisteck,30
8798,San Rafael,Bizcocho,0
8799,San Rafael,Bizcocho casero,0
8800,San Rafael,Bizcocho típico de la abuela,0
8801,San Rafael,blue crabs,0
8802,San Rafael,Bocado de reina,0
8803,San Rafael,bocas,25
8804,San Rafael,bochinche de casado,0
8805,San Rafael,bonetes,0
8806,San Rafael,bowl de frutas con yogurt,0
8807,San Rafael,Budin,0
8808,San Rafael,Buñuelos,0
8809,San Rafael,Buñuelos de naranja,0
8810,San Rafael,burritos,2
8811,San Rafael,Cabrilla en salsa,0
8812,San Rafael,cacerola de queso,0
8813,San Rafael,cachos,0
8814,San Rafael,café,143
8815,San Rafael,Café frío con mora,0
8816,San Rafael,Cajeta de la paciencia,0
8817,San Rafael,Cajeta de marañón,0
8818,San Rafael,Cajetas con zanahoria y naranja agria,0
8819,San Rafael,Cajetas de chayote,0
8820,San Rafael,Cajetas de coco,0
8821,San Rafael,Cajetas de leche,0
8822,San Rafael,Cajetas de requesón,0
8823,San Rafael,Cajetica cafetico,0
8824,San Rafael,Cajetica chayote,0
8825,San Rafael,Cajetica de dulce de coco,0
8826,San Rafael,Cajetica linaza,0
8827,San Rafael,Cajetica plátano,0
8828,San Rafael,Cajetica remolacha,0
8829,San Rafael,Cajetica sabores,0
8830,San Rafael,Cajetica zanahoria,0
8831,San Rafael,caldo de frijol,0
8832,San Rafael,caldosas,0
8833,San Rafael,caldozas,0
8834,San Rafael,camarón a la diabla,1
8835,San Rafael,camarón con arroz,1
8836,San Rafael,camarón en salsa blanca,1
8837,San Rafael,camarón en salsa criolla,0
8838,San Rafael,camarón jumbo,0
8839,San Rafael,camarones,53
8840,San Rafael,camarones a la mantequilla,0
8841,San Rafael,camarones a la milanesa,0
8842,San Rafael,Camarones al ajillo,2
8843,San Rafael,Camarones con arroz,1
8844,San Rafael,camarones en salsa jalapeña,0
8845,San Rafael,Camarones rayados con patacón,0
8846,San Rafael,canasta de calamar,0
8847,San Rafael,canasta de carne,0
8848,San Rafael,canasta de pescado,0
8849,San Rafael,canastas,3
8850,San Rafael,canastas de camarón,0
8851,San Rafael,canastas de ceviche,0
8852,San Rafael,canelones,1
8853,San Rafael,Cangrejos,6
8854,San Rafael,cangrejos azules,0
8855,San Rafael,capuchino frío,0
8856,San Rafael,caracolitos con atún,0
8857,San Rafael,carambola,0
8858,San Rafael,Caramelo de chiverre,0
8859,San Rafael,carbonara,8
8860,San Rafael,caribeña,3
8861,San Rafael,Carlota de café y chocolate,0
8862,San Rafael,carne a la parrilla,2
8863,San Rafael,Carne ahumada,0
8864,San Rafael,Carne asada,4
8865,San Rafael,Carne asada a la leña,0
8866,San Rafael,Carne de cerdo ahumada,0
8867,San Rafael,Carne desmechada,1
8868,San Rafael,Carne en salsa,2
8869,San Rafael,Carne mechada,1
8870,San Rafael,carnes res,4
8871,San Rafael,cas,1
8872,San Rafael,Casado,15
8873,San Rafael,Casado con carne de cerdo ahumada,0
8874,San Rafael,casado con pollo,1
8875,San Rafael,Casado de cerdo,0
8876,San Rafael,casado tipico,0
8877,San Rafael,casado vegetariano,0
8878,San Rafael,Cazuela de mariscos,0
8879,San Rafael,Cerveza,176
8880,San Rafael,Ceviche,71
8881,San Rafael,Ceviche de banano,0
8882,San Rafael,Ceviche de camarón,0
8883,San Rafael,Ceviche de chayote,0
8884,San Rafael,Ceviche de chucheca,0
8885,San Rafael,Ceviche de coco,0
8886,San Rafael,Ceviche de coliflor,0
8887,San Rafael,Ceviche de lentejas,0
8888,San Rafael,Ceviche de manga,0
8889,San Rafael,Ceviche de pechuga de pollo,0
8890,San Rafael,Ceviche de pejibaye,0
8891,San Rafael,Ceviche de pescado,0
8892,San Rafael,Ceviche de piangua,0
8893,San Rafael,Ceviche de piña,0
8894,San Rafael,Ceviche de pipa,0
8895,San Rafael,Ceviche de pipa tierna,0
8896,San Rafael,Ceviche de plátano,0
8897,San Rafael,Ceviche de plátano tierno,0
8898,San Rafael,Ceviche de pulpo,1
8899,San Rafael,Ceviche mixto,3
8900,San Rafael,Ceviche mixto de pescado y camarón,0
8901,San Rafael,Ceviche porteño,0
8902,San Rafael,Ceviche tropical,0
8903,San Rafael,ceviche vuelve a la vida,0
8904,San Rafael,chalupas,0
8905,San Rafael,Chancletas de chayote,0
8906,San Rafael,chayote con maíz dulce,0
8907,San Rafael,chicasquil,0
8908,San Rafael,Chicha,2
8909,San Rafael,Chicha de maíz,0
8910,San Rafael,chicharrones,4
8911,San Rafael,Chicheme,0
8912,San Rafael,Chifrijo,11
8913,San Rafael,chilaquiles,0
8914,San Rafael,chile dulce relleno,0
8915,San Rafael,Chile relleno,0
8916,San Rafael,Chileras criollas,0
8917,San Rafael,chimichurri,5
8918,San Rafael,chinchiví,0
8919,San Rafael,chino,17
8920,San Rafael,chirrijo,0
8921,San Rafael,Chocolate,29
8922,San Rafael,chocolate con leche,0
8923,San Rafael,chop suey,1
8924,San Rafael,chorizo francés,0
8925,San Rafael,chorreadas,0
8926,San Rafael,Chorreadas de elote,0
8927,San Rafael,chow mein,0
8928,San Rafael,Chuchecas,0
8929,San Rafael,chuleta,3
8930,San Rafael,Churchill,0
8931,San Rafael,churrasco a la parrilla,0
8932,San Rafael,cocadas,0
8933,San Rafael,coconut gater,0
8934,San Rafael,coctel de camarón,0
8935,San Rafael,coctel de cambute,0
8936,San Rafael,coctel de ostras,0
8937,San Rafael,coctel mixto,0
8938,San Rafael,cocteles,10
8939,San Rafael,colombiana,0
8940,San Rafael,comida italiana,38
8941,San Rafael,comida mexicana,6
8942,San Rafael,comida rápida y comidas rápidas,0
8943,San Rafael,comidas rápidas,15
8944,San Rafael,Comidas vegetarianas,3
8945,San Rafael,Confites de zanahoria,0
8946,San Rafael,Conserva de coco,0
8947,San Rafael,Conserva de papaya,0
8948,San Rafael,conserva de toronja,0
8949,San Rafael,consomé de pollo con vegetales,0
8950,San Rafael,Corona de yuca,0
8951,San Rafael,corvina,10
8952,San Rafael,Cosposa,0
8953,San Rafael,Cosposas de elote,0
8954,San Rafael,costilla a la barbacoa,0
8955,San Rafael,costilla baby back,0
8956,San Rafael,costilla bbq,0
8957,San Rafael,costilla de cerdo y costillas,0
8958,San Rafael,costilla frita,0
8959,San Rafael,costillas,10
8960,San Rafael,crema,16
8961,San Rafael,Crema de ayote sazón,0
8962,San Rafael,Crema de cacao,0
8963,San Rafael,crepas,0
8964,San Rafael,Cuajada,0
8965,San Rafael,Cubases,0
8966,San Rafael,curry con pollo,0
8967,San Rafael,dados de queso,2
8968,San Rafael,dedos de pescado,0
8969,San Rafael,dedos de pollo,2
8970,San Rafael,Delicias de coctel de frutas,0
8971,San Rafael,dim sum,2
8972,San Rafael,dobladas,0
8973,San Rafael,Doraditas,0
8974,San Rafael,Dulce de grosella,0
8975,San Rafael,Dulce de papaya,0
8976,San Rafael,Dulce pan,0
8977,San Rafael,Dulces de fruta,0
8978,San Rafael,dumplings,7
8979,San Rafael,elote con mantquilla,0
8980,San Rafael,elotes,0
8981,San Rafael,empanada,40
8982,San Rafael,empanada arreglada,0
8983,San Rafael,Empanada casera de queso,0
8984,San Rafael,Empanada de queso,0
8985,San Rafael,Empanadas de chiverre,0
8986,San Rafael,Empanadas de piña y fresa,0
8987,San Rafael,Empanadas de plátano maduro,0
8988,San Rafael,Empanadillas rellenas con jalea de piña,0
8989,San Rafael,emparedado cubano,0
8990,San Rafael,enchilada,1
8991,San Rafael,Encurtido de pepinillos dulces,0
8992,San Rafael,Encurtido de repollo agrio,0
8993,San Rafael,Encurtido de verduras en mostaza,0
8994,San Rafael,ensalada,87
8995,San Rafael,Ensalada con atún,0
8996,San Rafael,Ensalada de  mango,0
8997,San Rafael,Ensalada de berros,0
8998,San Rafael,ensalada de camarón,0
8999,San Rafael,Ensalada de chayote,0
9000,San Rafael,ensalada de pera y gorgonzola,0
9001,San Rafael,ensalada de pollo,2
9002,San Rafael,ensalada griega,2
9003,San Rafael,ensalda cesar,1
9004,San Rafael,ensalda de repollo,2
9005,San Rafael,ensalda rusa,0
9006,San Rafael,enyucados,0
9007,San Rafael,Escabeche,1
9008,San Rafael,Escabeche con atún,0
9009,San Rafael,Escabeche costeño,0
9010,San Rafael,Escabeche criollo,0
9011,San Rafael,Escabeche de guineo,0
9012,San Rafael,Escabeche de pejibaye,0
9013,San Rafael,Escabeche de pescado o atún,0
9014,San Rafael,Escabeche de verduras ,0
9015,San Rafael,Esfera de oro Quepo,0
9016,San Rafael,española,41
9017,San Rafael,Estofado de bambú,0
9018,San Rafael,Estofado de cubaces con cerdo,0
9019,San Rafael,estofados,2
9020,San Rafael,fajitas de carne,0
9021,San Rafael,fajitas de pollo,3
9022,San Rafael,fajitas mixtas,1
9023,San Rafael,Fiesta de pollo,0
9024,San Rafael,filet a la milanesa,0
9025,San Rafael,filet de pescado,1
9026,San Rafael,filet de pescado a la pimienta,0
9027,San Rafael,filet de pescado a la vasca,0
9028,San Rafael,filet de pescado en salsa a la diabla,0
9029,San Rafael,filet de pescado en salsa blanca,0
9030,San Rafael,filet de pescado en salsa criolla,0
9031,San Rafael,filet de pescado en salsa de camarón,0
9032,San Rafael,filet de pescado en salsa jalapeña,0
9033,San Rafael,filet de pescado en salsa vasca,0
9034,San Rafael,filet de pescado relleno de mariscos,0
9035,San Rafael,filet de pollo gordon bleu,0
9036,San Rafael,filet mignon,0
9037,San Rafael,filete,19
9038,San Rafael,filete al ajillo,0
9039,San Rafael,Filete de pargo,0
9040,San Rafael,Filete de pargo con salsa de camarón,0
9041,San Rafael,FIlete de pescado frito,0
9042,San Rafael,Flan de ayote sazón,0
9043,San Rafael,Flan de coco,0
9044,San Rafael,flauta de carne,0
9045,San Rafael,flauta de pollo,0
9046,San Rafael,flautas,0
9047,San Rafael,focaccia,10
9048,San Rafael,focacha,0
9049,San Rafael,Fresco de arazá,0
9050,San Rafael,Fresco de carambola con arroz,0
9051,San Rafael,Fresco de cas,2
9052,San Rafael,Fresco de cas con menta,0
9053,San Rafael,fresco de frutas,0
9054,San Rafael,Fresco de guapinol,0
9055,San Rafael,Fresco de limón,2
9056,San Rafael,Fresco de mango,0
9057,San Rafael,Fresco de mango y arazá,0
9058,San Rafael,Fresco de naranja agria con tapa de dulce,0
9059,San Rafael,Fresco de piña,1
9060,San Rafael,Fresco de sirope,0
9061,San Rafael,Fresco de tamarindo,0
9062,San Rafael,fried cake,0
9063,San Rafael,Frijoles blancos con carne de cerdo,0
9064,San Rafael,Frijoles blancos con pescado,0
9065,San Rafael,frijoles con cerdo,0
9066,San Rafael,frito,22
9067,San Rafael,Frito de cerdo,1
9068,San Rafael,fruta de pan,0
9069,San Rafael,gallina achotada,0
9070,San Rafael,Gallina casera,0
9071,San Rafael,Gallina casera achiotada,0
9072,San Rafael,Gallina casera enjarrada,0
9073,San Rafael,Gallina casera rellena,0
9074,San Rafael,Gallina criolla,0
9075,San Rafael,Gallina enjarrada,0
9076,San Rafael,Gallo pinto,7
9077,San Rafael,gallos,0
9078,San Rafael,Gallos de arracache,0
9079,San Rafael,Gallos de carne,0
9080,San Rafael,Gallos de carne ahumada. Receta criolla familiar,0
9081,San Rafael,Gallos de chicasquil,0
9082,San Rafael,Gallos de cubases,0
9083,San Rafael,Gallos de frijoles,0
9084,San Rafael,Garbanzos,2
9085,San Rafael,Gaseosas,4
9086,San Rafael,Gelatina de aguacate con crema de café,0
9087,San Rafael,Gelatinitas de naranja,0
9088,San Rafael,Ginebra,0
9089,San Rafael,gorditas,0
9090,San Rafael,Granizados,1
9091,San Rafael,Guaro,0
9092,San Rafael,Guineos en salsa de tomate,0
9093,San Rafael,Guiso,0
9094,San Rafael,Guiso de ossobuco,0
9095,San Rafael,guiso de verdura,0
9096,San Rafael,hamburguesas,21
9097,San Rafael,helados de sorbetera,0
9098,San Rafael,Hiel,0
9099,San Rafael,hojas,5
9100,San Rafael,Horchata,2
9101,San Rafael,Horchata de fideos,0
9102,San Rafael,Huevo con arroz,0
9103,San Rafael,huevo duro,1
9104,San Rafael,Huevos rancheros,1
9105,San Rafael,hummus y pita,0
9106,San Rafael,Jalea de naranja,0
9107,San Rafael,jocote con sal,0
9108,San Rafael,Jugo de arazá,0
9109,San Rafael,Jugo de berenjena,0
9110,San Rafael,kimchi,1
9111,San Rafael,kimchi jjigae,0
9112,San Rafael,Langosta a la parilla,0
9113,San Rafael,Leche dormida,0
9114,San Rafael,lengua en salsa,3
9115,San Rafael,Licor,6
9116,San Rafael,Lomito,18
